order_id,order_date,region,category,customer_segment,sales,profit,quantity
12579,2024-01-31,East,Office Supplies,Consumer,17.7,2.98,3
12580,2024-02-01,East,Electronics,Corporate,295.62,34.56,1
12581,2024-01-07,North,Office Supplies,Corporate,20.3,4.38,2
12582,2024-03-26,North,Office Supplies,Home Office,5.37,1.02,2
12583,2024-03-08,North,Furniture,Consumer,370.29,76.0,1
12584,2024-01-29,South,Furniture,Corporate,108.32,30.73,2
12585,2024-03-22,East,Electronics,Home Office,362.83,18.9,1
12586,2024-01-30,South,Furniture,Home Office,380.75,92.19,1
12587,2024-01-07,South,Furniture,Consumer,388.26,88.72,1
12588,2024-01-13,East,Electronics,Consumer,231.56,55.94,1
12589,2024-02-22,North,Electronics,Consumer,1143.36,256.78,1
12590,2024-02-12,North,Office Supplies,Corporate,35.5,11.57,5
12591,2024-03-01,South,Furniture,Consumer,214.14,55.92,1
12592,2024-01-13,West,Furniture,Corporate,204.72,45.74,1
12593,2024-03-28,East,Electronics,Consumer,681.6,50.27,3
12594,2024-01-18,North,Electronics,Corporate,217.96,50.98,2
12595,2024-01-01,South,Electronics,Corporate,113.74,7.69,1
12596,2024-03-11,West,Electronics,Corporate,129.12,-10.8,1
12597,2024-01-21,West,Electronics,Home Office,175.34,29.02,1
12598,2024-02-22,South,Electronics,Home Office,127.87,30.48,5
12599,2024-03-24,South,Office Supplies,Consumer,17.86,2.32,2
12600,2024-03-01,East,Electronics,Home Office,258.59,50.77,3
12601,2024-03-02,South,Furniture,Consumer,178.5,25.36,3
12602,2024-03-24,East,Electronics,Corporate,388.77,57.84,2
12603,2024-01-26,North,Furniture,Corporate,507.82,138.95,1
12604,2024-02-06,West,Electronics,Corporate,837.75,142.77,1
12605,2024-02-11,East,Furniture,Corporate,1213.94,254.74,3
12606,2024-02-06,West,Furniture,Home Office,208.0,17.0,1
12607,2024-03-23,North,Furniture,Home Office,199.63,18.13,1
12608,2024-01-08,North,offiCE SUPPLIES,Corporate,22.54,2.43,1
12609,2024-01-12,North,Office Supplies,Consumer,34.3,10.19,5
12610,2024-03-24,North,Electronics,Consumer,323.35,42.92,4
12611,2024-03-14,South,Office Supplies,Home Office,15.32,2.32,2
12612,2024-01-30,North,Furniture,Home Office,360.65,104.48,1
12613,2024-03-09,East,Electronics,Home Office,142.75,24.37,3
12614,2024-01-05,West,Furniture,Consumer,349.45,65.3,2
12615,2024-01-23,South,Electronics,Home Office,248.99,29.6,1
12616,2024-02-23,East,Office Supplies,Consumer,29.54,6.75,5
12617,2024-01-23,West,Electronics,Consumer,1807.77,123.88,2
12618,2024-01-05,East,Furniture,Corporate,159.25,,2
12619,2024-02-20,North,Office Supplies,Consumer,47.74,,5
12620,2024-03-04,West,Furniture,Consumer,427.62,65.97,1
12621,2024-01-24,West,Office Supplies,Consumer,56.18,21.15,9
12622,2024-02-07,South,Office Supplies,Consumer,17.32,5.95,2
12623,2024-01-05,East,Electronics,Consumer,836.13,85.52,1
12624,2024-01-02,North,Electronics,Consumer,29.26,5.01,4
12625,2024-02-08,West,Furniture,Home Office,40.28,5.0,1
12626,2024-03-13,North,Furniture,Corporate,283.68,79.67,1
12627,2024-03-18,East,Furniture,Consumer,70.89,17.19,1
12628,2024-01-14,East,Furniture,Home Office,217.86,57.25,1
12629,2024-02-12,West,Office Supplies,Corporate,11.58,3.07,1
12630,2024-02-06,South,OFFICE SUPPLIES,Home Office,12.57,5.01,2
12631,2024-02-28,South,Electronics,Home Office,53.4,-7.39,1
12632,2024-03-23,West,Electronics,Corporate,144.73,11.11,5
12633,2024-03-10,South,Office Supplies,Consumer,40.39,11.29,3
12634,2024-03-08,East,Furniture,Corporate,664.28,158.74,2
12635,2024-03-04,East,Office Supplies,Consumer,34.17,11.12,1
12636,2024-01-18,East,Furniture,Home Office,85.77,11.26,2
12637,2024-03-05,North,Electronics,Home Office,744.08,114.07,3
12638,2024-02-29,North,Furniture,Consumer,792.33,74.71,2
12639,2024-02-04,South,Electronics,Home Office,887.1,129.39,1
12640,2024-01-25,South,Electronics,Corporate,1116.21,272.29,4
12641,2024-01-15,West,Furniture,Corporate,923.76,238.06,2
12642,2024-02-12,West,Furniture,Corporate,270.39,79.48,1
12643,2024-01-21,East,Electronics,Home Office,98.61,9.29,1
12644,2024-02-28,East,Furniture,Home Office,434.29,115.68,1
12645,2024-03-23,East,Office Supplies,Consumer,21.0,2.88,3
12646,2024-02-02,West,Furniture,Home Office,381.36,36.05,2
12647,2024-01-24,North,Furniture,Home Office,579.56,,3
12648,2024-01-02,East,Furniture,Corporate,409.76,38.52,1
12649,2024-02-13,South,Office Supplies,Consumer,48.56,14.01,2
12650,2024-02-07,North,Electronics,Consumer,140.39,23.56,1
12651,2024-03-13,South,Office Supplies,Corporate,23.23,,3
12652,2024-03-27,West,Furniture,Home Office,57.26,4.8,1
12653,2024-01-25,South,Electronics,Corporate,159.66,30.31,1
12654,2024-01-23,South,Office Supplies,Home Office,19.67,2.32,1
12655,2024-03-19,South,Electronics,Home Office,2592.44,544.44,3
12656,2024-03-22,South,Office Supplies,Home Office,12.76,4.68,2
12657,2024-02-21,East,Office Supplies,Home Office,164.47,24.96,7
12658,2024-02-24,South,Electronics,Corporate,231.89,24.86,1
12659,2024-03-06,South,Electronics,Home Office,62.01,10.18,3
12660,2024-02-11,South,Office Supplies,Home Office,29.36,8.79,3
12661,2024-01-12,South,Office Supplies,Corporate,13.44,4.05,2
12662,2024-02-21,East,Electronics,Corporate,20.96,3.5,2
12663,2024-03-26,West,Office Supplies,Corporate,38.48,12.54,3
12664,2024-01-13,East,Furniture,Consumer,326.82,67.35,2
12665,2024-01-24,East,Electronics,Consumer,148.7,35.03,3
12666,2024-01-18,North,Office Supplies,Corporate,17.02,4.97,3
12667,2024-03-02,West,Electronics,Consumer,303.52,65.62,5
12668,2024-02-11,South,Electronics,Home Office,69.85,14.5,5
12669,2024-02-01,South,Furniture,Consumer,64.79,11.01,1
12670,2024-01-01,South,Furniture,Corporate,470.17,128.76,1
12671,2024-02-03,North,Electronics,Home Office,57.19,-1.64,5
12672,2024-02-19,South,Office Supplies,Corporate,26.32,5.28,6
12673,2024-01-31,East,Electronics,Consumer,75.61,18.43,2
12674,2024-02-27,East,Office Supplies,Home Office,50.25,17.68,5
12675,2024-02-04,West,Electronics,Consumer,344.92,61.42,1
12676,2024-02-12,East,Office Supplies,Consumer,38.59,13.18,1
12677,2024-02-08,South,Office Supplies,Consumer,25.51,5.51,1
12678,2024-03-15,East,Office Supplies,Consumer,23.56,4.5,4
12679,2024-03-14,North,Furniture,Home Office,148.83,24.79,1
12680,2024-01-02,South,Furniture,Home Office,179.91,33.36,3
12681,2024-02-03,East,Office Supplies,Consumer,35.81,5.54,2
12682,2024-03-24,North,Office Supplies,Home Office,19.17,7.01,2
12683,2024-02-16,South,Office Supplies,Home Office,46.72,14.95,9
12684,2024-03-29,West,Furniture,Corporate,307.42,78.99,1
12685,2024-01-31,East,Electronics,Home Office,238.89,23.93,8
12686,2024-01-08,East,Office Supplies,Home Office,11.71,3.3,2
12687,2024-03-26,West,Office Supplies,Home Office,9.64,2.19,1
12688,2024-01-16,North,Furniture,Consumer,314.7,47.1,2
12689,2024-02-29,South,Electronics,Home Office,106.46,14.74,1
12690,2024-02-09,West,Furniture,Home Office,332.05,36.48,1
12691,2024-01-21,West,Furniture,Home Office,474.05,45.59,1
12692,2024-02-21,West,Office Supplies,Consumer,17.68,4.41,2
12693,2024-03-28,North,Office Supplies,Home Office,46.89,10.48,6
12694,2024-03-05,South,Electronics,Corporate,39.43,7.54,1
12695,2024-03-31,West,Office Supplies,Home Office,19.57,-2.75,3
12696,2024-02-09,East,Office Supplies,Home Office,107.21,12.16,4
12697,2024-03-29,North,Furniture,Corporate,59.86,5.96,1
12698,2024-01-16,North,Office Supplies,Consumer,30.33,6.64,5
12699,2024-03-22,North,Office Supplies,Home Office,19.23,7.29,4
12700,2024-02-07,East,Furniture,Corporate,297.02,60.63,1
12701,2024-02-17,East,Electronics,Corporate,88.68,21.07,1
12702,2024-03-19,East,Office Supplies,Consumer,21.15,,2
12703,2024-01-29,North,Furniture,Corporate,151.3,,3
12704,2024-01-29,East,Furniture,Consumer,180.34,38.03,1
12705,2024-01-18,East,Electronics,Home Office,818.27,153.02,4
12706,2024-03-02,South,Furniture,Corporate,177.2,-14.38,1
12707,2024-01-20,East,Electronics,Home Office,85.64,13.54,1
12708,2024-02-28,East,Office Supplies,Corporate,11.54,2.64,1
12709,2024-03-18,West,Electronics,Corporate,198.62,17.66,5
12710,2024-02-17,South,Office Supplies,Corporate,16.36,3.61,1
12711,2024-02-23,West,Electronics,Corporate,159.39,29.7,2
12712,2024-03-30,East,Furniture,Consumer,201.06,,5
12713,2024-03-11,North,Electronics,Consumer,172.24,26.28,2
12714,2024-03-01,East,Electronics,Home Office,218.9,36.55,1
12715,2024-03-09,South,Office Supplies,Corporate,33.69,3.62,5
12716,2024-03-26,South,Office Supplies,Consumer,39.46,5.25,3
12717,2024-01-28,West,Electronics,Corporate,641.27,-37.15,2
12718,2024-02-01,East,Electronics,Corporate,141.41,29.99,2
12719,2024-03-28,North,Electronics,Home Office,11.75,2.6,2
12720,2024-03-17,North,Furniture,Corporate,720.56,191.47,2
12721,2024-01-11,North,Electronics,Consumer,119.65,7.87,1
12722,2024-03-08,East,Office Supplies,Consumer,66.71,17.26,7
12723,2024-02-27,South,Furniture,Consumer,1742.83,400.35,5
12724,2024-03-08,South,Electronics,Consumer,117.69,23.93,1
12725,2024-03-31,South,Electronics,Consumer,72.88,5.22,1
12726,2024-02-16,West,Office Supplies,Corporate,25.25,7.0,1
12727,2024-01-10,West,Office Supplies,Consumer,31.81,-1.21,2
12728,2024-03-13,West,Office Supplies,Home Office,14.6,2.07,1
12729,2024-01-15,East,Furniture,Corporate,1139.04,193.75,3
12730,2024-01-08,East,Furniture,Consumer,155.67,43.03,1
12731,2024-03-11,East,Furniture,Consumer,448.5,114.62,1
12732,2024-03-05,East,Office Supplies,Home Office,29.62,4.67,4
12733,2024-01-26,South,Electronics,Consumer,169.84,33.61,1
12734,2024-03-14,East,Office Supplies,Consumer,87.69,21.83,3
12735,2024-03-09,East,Office Supplies,Home Office,16.65,3.75,1
12736,2024-01-20,West,Office Supplies,Corporate,14.19,4.05,1
12737,2024-01-22,West,Office Supplies,Home Office,21.33,5.96,1
12738,2024-02-11,West,Furniture,Consumer,52.25,11.3,1
12739,2024-03-07,West,Electronics,Home Office,3016.96,304.92,3
12740,02/26/2024,East,Office Supplies,Corporate,20.09,3.09,2
12741,2024-01-15,North,Office Supplies,Home Office,52.34,17.43,7
12742,2024-03-28,East,Furniture,Home Office,398.66,64.12,1
12743,2024-01-27,North,Furniture,Home Office,323.86,92.36,1
12744,2024-03-15,West,Office Supplies,Home Office,17.64,4.87,1
12745,2024-03-03,South,Electronics,Home Office,114.38,7.84,9
12746,2024-01-12,East,Furniture,Corporate,581.5,,5
12747,2024-03-06,West,Electronics,Consumer,338.75,55.94,1
12748,2024-02-27,,Office Supplies,Consumer,9.07,3.34,1
12749,2024-01-08,East,Office Supplies,Home Office,98.25,34.02,7
12750,2024-02-28,North,Electronics,Home Office,98.09,-6.12,3
12751,2024-01-17,South,Furniture,Home Office,238.64,-23.07,1
12752,2024-03-06,South,Electronics,Consumer,266.74,-33.37,1
12753,2024-02-23,East,elecTRONICS,Consumer,92.51,7.99,3
12754,2024-02-28,West,Electronics,Corporate,85.28,10.32,8
12755,2024-03-13,West,Furniture,Consumer,347.83,37.38,1
12756,2024-01-08,North,Furniture,Corporate,265.36,71.65,1
12757,2024-03-12,West,Furniture,Corporate,279.63,,1
12758,2024-02-29,South,Furniture,Corporate,410.76,66.42,1
12759,2024-03-27,South,Furniture,Corporate,308.35,66.75,1
12760,2024-02-09,East,Office Supplies,Corporate,21.87,-0.86,2
12761,2024-01-03,East,Electronics,Consumer,204.83,42.32,1
12762,2024-02-20,North,Office Supplies,Home Office,141.33,44.32,6
12763,2024-02-02,South,Furniture,Consumer,449.12,68.74,1
12764,2024-01-01,North,Office Supplies,Corporate,103.03,19.5,6
12765,2024-01-28,North,Furniture,Home Office,130.93,17.96,1
12766,2024-03-15,North,Office Supplies,Consumer,15.49,4.93,2
12767,2024-01-10,West,Electronics,Consumer,208.51,27.07,1
12768,2024-01-06,East,Office Supplies,Consumer,10.56,1.34,1
12769,2024-02-24,East,Office Supplies,Home Office,67.45,21.94,8
12770,2024-02-14,South,Electronics,Home Office,136.99,13.26,1
12771,2024-03-30,North,Electronics,Home Office,556.04,47.38,4
12772,2024-01-09,North,Electronics,Corporate,189.9,-9.46,1
12773,2024-03-10,East,Furniture,Home Office,981.2,275.81,2
12774,01/08/2024,South,Electronics,Consumer,689.6,144.38,3
12775,2024-01-09,South,Furniture,Home Office,591.23,170.45,2
12776,2024-03-01,West,Furniture,Corporate,175.04,48.09,3
12777,2024-01-05,North,Electronics,Corporate,247.34,37.21,1
12778,2024-02-06,South,Electronics,Consumer,255.61,60.71,3
12779,2024-02-22,West,Furniture,Consumer,573.6,159.09,3
12780,2024-01-24,West,Furniture,Home Office,317.42,55.45,1
12781,2024-01-18,North,Office Supplies,Home Office,13.33,2.12,2
12782,2024-03-23,,Office Supplies,Home Office,29.13,7.2,4
12783,2024-03-23,South,Office Supplies,Corporate,7.8,1.37,1
12784,2024-02-23,West,Furniture,Consumer,246.51,57.33,1
12785,2024-02-17,West,Furniture,Corporate,798.48,91.46,2
12786,2024-02-18,North,Furniture,Corporate,72.64,10.55,2
12787,2024-02-27,North,Electronics,Corporate,105.57,6.23,1
12788,2024-02-18,West,Office Supplies,Corporate,55.84,18.9,3
12789,2024-02-18,North,Furniture,Home Office,145.96,19.36,1
12790,2024-01-11,North,Electronics,Corporate,492.89,41.84,2
12791,2024-03-28,East,Office Supplies,Home Office,38.57,9.04,6
12792,2024-03-25,North,Electronics,Consumer,370.81,19.79,2
12793,2024-03-10,South,Furniture,Corporate,125.29,13.29,2
12794,2024-01-18,West,Office Supplies,Home Office,193.17,67.13,7
12795,2024-03-24,East,Office Supplies,Home Office,14.84,2.88,4
12796,02/14/2024,South,Office Supplies,Consumer,131.72,37.87,7
12797,2024-01-16,East,Furniture,Consumer,381.96,89.63,-2
12798,2024-01-23,West,Office Supplies,Consumer,36.91,7.42,4
12799,2024-03-09,North,Office Supplies,Corporate,107.72,-2.66,5
12800,2024-02-20,East,Electronics,Consumer,57.69,12.8,2
12801,2024-03-08,South,Electronics,Corporate,55.83,-1.18,1
12802,2024-01-17,West,Electronics,Consumer,71.33,11.72,1
12803,2024-01-29,South,Electronics,Home Office,94.27,10.53,1
12804,2024-01-01,West,Office Supplies,Home Office,10.07,2.5,2
12805,2024-01-03,South,Office Supplies,Home Office,34.69,12.56,6
12806,2024-02-08,West,Office Supplies,Home Office,14.37,3.61,2
12807,2024-02-29,West,Electronics,Corporate,57.75,3.37,5
12808,2024-03-27,West,Furniture,Corporate,218.28,45.04,1
12809,2024-03-10,West,Office Supplies,Consumer,131.49,36.03,6
12810,2024-02-24,South,Office Supplies,Home Office,72.42,28.11,2
12811,2024-03-09,North,Office Supplies,Home Office,31.21,9.06,2
12812,2024-02-18,South,Electronics,Corporate,132.38,22.23,3
12813,2024-01-30,East,Electronics,Consumer,41.28,2.36,1
12814,2024-02-01,West,Office Supplies,Corporate,25.88,7.86,7
12815,2024-02-28,East,Office Supplies,Home Office,16.01,5.95,3
12816,2024-02-14,North,Furniture,Corporate,259.61,28.23,1
12817,2024-01-20,West,Electronics,Consumer,161.91,12.51,4
12818,2024-02-05,North,Electronics,Corporate,235.69,30.28,1
12819,2024-01-25,North,Furniture,Consumer,621.2,124.91,2
12820,2024-01-15,South,Electronics,Consumer,36.22,8.84,3
12821,2024-01-05,South,Office Supplies,Corporate,24.41,3.72,2
12822,2024-03-25,West,Office Supplies,Home Office,7.57,1.36,1
12823,2024-02-23,North,Electronics,Home Office,117.42,5.9,1
12824,2024-03-19,East,OFFICE SUPPLIES,Consumer,14.06,2.04,1
12825,2024-01-03,South,Office Supplies,Corporate,113.42,38.72,5
12826,2024-01-31,East,Furniture,Corporate,247.82,,1
12827,2024-01-27,West,electronics,Consumer,40.97,3.4,4
12828,2024-01-09,North,Furniture,Consumer,527.37,67.95,1
12829,2024-01-13,East,Electronics,Home Office,288.48,33.61,1
12830,2024-03-17,North,Office Supplies,Corporate,69.06,17.52,2
12831,2024-01-05,East,Electronics,Home Office,153.0,10.58,1
12832,2024-02-27,East,Electronics,Consumer,199.3,,2
12833,2024-03-17,West,Electronics,Home Office,35.51,5.5,1
12834,2024-03-27,South,Office Supplies,Home Office,30.61,7.65,2
12835,2024-03-31,North,Furniture,Consumer,377.13,37.82,2
12836,2024-01-07,North,Electronics,Corporate,367.08,36.51,2
12837,2024-02-01,North,Electronics,Corporate,940.68,70.89,3
12838,2024-01-06,South,Office Supplies,Home Office,74.98,12.05,6
12839,2024-02-21,North,Electronics,Consumer,388.78,92.11,1
12840,2024-02-26,West,Office Supplies,Corporate,74.38,26.94,2
12841,2024-01-30,West,Office Supplies,Home Office,52.32,14.4,7
12842,2024-03-10,East,Electronics,Corporate,148.36,27.3,1
12843,2024-01-28,West,Office Supplies,Consumer,30.58,7.36,1
12844,2024-01-08,East,Furniture,Consumer,434.81,100.05,1
12845,2024-01-18,South,Electronics,Corporate,180.05,43.87,4
12846,2024-03-05,East,Furniture,Home Office,231.57,40.63,1
12847,2024-02-07,East,Electronics,Consumer,15.09,3.11,2
12848,2024-01-30,West,Electronics,Home Office,436.62,62.04,4
12849,2024-03-14,West,Office Supplies,Consumer,25.59,4.8,2
12850,2024-02-10,South,Office Supplies,Corporate,26.12,10.19,3
12851,2024-03-14,West,Furniture,Home Office,178.52,22.02,3
12852,2024-03-17,West,Furniture,Corporate,161.4,25.59,3
12853,2024-03-27,East,Furniture,Home Office,176.77,16.28,1
12854,2024-02-11,South,Furniture,Consumer,202.07,-4.73,1
12855,2024-01-31,South,Electronics,Home Office,162.45,30.01,1
12856,2024-02-08,West,Office Supplies,Home Office,33.27,8.17,4
12857,2024-01-19,East,Furniture,Consumer,164.5,41.14,1
12858,2024-03-25,West,Furniture,Consumer,299.66,55.5,1
12859,2024-03-07,East,Office Supplies,Home Office,24.62,4.93,1
12860,2024-01-29,South,Furniture,Consumer,339.09,80.71,1
12861,2024-02-22,South,Furniture,Home Office,346.39,48.94,1
12862,2024-02-08,West,Furniture,Consumer,980.66,286.21,2
12863,2024-02-05,South,Furniture,Corporate,469.48,,1
12864,2024-01-08,East,Office Supplies,Home Office,98.8,16.77,11
12865,2024-03-12,West,Office Supplies,Home Office,68.24,21.95,8
12866,2024-03-16,West,Electronics,Corporate,54.52,4.45,1
12867,2024-01-23,South,Furniture,Corporate,174.03,38.97,1
12868,2024-03-21,North,Furniture,Home Office,598.35,102.74,1
12869,2024-03-27,North,Electronics,Consumer,184.13,15.07,5
12870,2024-02-24,East,Electronics,Consumer,3189.76,372.64,3
12871,2024-03-12,South,Furniture,Consumer,182.32,15.79,1
12872,2024-03-04,East,Furniture,Home Office,329.91,32.88,1
12873,2024-01-07,West,Furniture,Corporate,276.06,56.14,1
12874,2024-02-14,South,Furniture,Corporate,391.95,35.45,2
12875,2024-03-23,South,Furniture,Consumer,628.35,,2
12876,2024-03-26,North,Electronics,Home Office,21.22,2.48,4
12877,2024-02-18,South,Office Supplies,Home Office,11.47,4.54,1
12878,2024-03-08,East,Office Supplies,Home Office,17.81,6.36,1
12879,2024-02-10,South,Electronics,Corporate,21.5,2.47,1
12880,2024-03-30,South,Electronics,Corporate,2946.61,705.47,3
12881,2024-02-23,West,Furniture,Consumer,37.39,3.38,1
12882,2024-02-22,East,Electronics,Corporate,798.44,101.23,2
12883,2024-01-20,North,OFFICE SUPPLIES,Corporate,154.01,16.89,4
12884,2024-02-08,East,Office Supplies,Consumer,16.68,3.65,2
12885,2024-02-18,South,Furniture,Consumer,430.25,43.74,1
12886,2024-01-24,West,Office Supplies,Consumer,11.97,4.76,4
12887,2024-03-09,East,Electronics,Corporate,1298.01,318.89,5
12888,2024-03-01,East,Office Supplies,Home Office,32.59,6.56,3
12889,2024-01-31,West,Furniture,Consumer,416.31,71.92,1
12890,2024-01-29,South,Furniture,Home Office,194.46,27.21,2
12891,2024-02-08,North,Furniture,Corporate,560.84,-43.59,1
12892,2024-03-31,North,Furniture,Home Office,165.51,49.54,1
12893,2024-01-19,East,Electronics,Corporate,62.97,10.56,1
12894,2024-02-29,North,Furniture,Corporate,181.88,18.86,1
12895,2024-01-08,North,Office Supplies,Corporate,41.61,8.47,2
12896,2024-03-12,South,Office Supplies,Home Office,125.48,33.1,7
12897,2024-02-22,North,Electronics,Corporate,207.57,43.89,1
12898,2024-02-23,West,Furniture,Corporate,163.09,31.91,1
12899,2024-03-12,East,Furniture,Home Office,277.98,74.76,1
12900,2024-03-08,East,Furniture,Home Office,126.9,18.46,1
12901,2024-01-18,East,Furniture,Consumer,115.86,16.03,3
12902,2024-02-19,East,Furniture,Home Office,234.34,-22.05,1
12903,2024-02-01,,elecTRONICS,Corporate,124.87,21.22,3
12904,2024-02-02,North,Electronics,Home Office,379.81,39.62,3
12905,2024-01-27,North,Furniture,Consumer,566.45,92.71,1
12906,2024-02-12,South,Electronics,Consumer,29.11,,1
12907,2024-03-23,North,Electronics,Consumer,55.05,6.59,1
12908,2024-01-11,North,Office Supplies,Consumer,17.54,,2
12909,2024-02-27,East,Electronics,Home Office,1048.39,236.85,1
12910,2024-02-17,West,Electronics,Home Office,55.83,13.43,1
12911,2024-01-12,North,Furniture,Home Office,395.94,78.76,1
12912,2024-03-09,South,Electronics,Consumer,1130.65,133.58,1
12913,2024-01-25,South,Office Supplies,Consumer,25.28,9.13,5
12914,2024-01-07,North,Office Supplies,Corporate,65.32,13.37,7
12915,2024-02-04,South,Office Supplies,Consumer,56.94,10.11,3
12916,2024-02-18,West,Office Supplies,Corporate,5.7,2.07,1
12917,2024-03-27,West,Office Supplies,Consumer,15.76,5.47,1
12918,2024-03-18,South,Office Supplies,Corporate,17.65,4.76,1
12919,2024-03-18,North,Furniture,Corporate,374.92,61.09,1
12920,2024-01-06,North,Electronics,Consumer,183.56,-19.63,1
12921,2024-01-10,East,Electronics,Consumer,261.59,43.39,1
12922,2024-01-25,North,Office Supplies,Home Office,24.19,7.73,2
12923,2024-03-16,South,Electronics,Corporate,156.82,14.57,1
12924,2024-03-26,West,Electronics,Home Office,120.93,16.11,2
12925,2024-03-12,West,Office Supplies,Home Office,24.02,2.53,5
12926,2024-01-28,South,Office Supplies,Corporate,19.85,1.99,4
12927,03/02/2024,South,Furniture,Home Office,155.13,,1
12928,2024-01-27,East,Electronics,Consumer,40.1,3.89,1
12929,2024-02-12,North,Electronics,Corporate,817.34,146.12,1
12930,2024-02-08,North,Furniture,Home Office,332.29,44.04,1
12931,2024-01-02,West,Furniture,Consumer,941.44,191.1,4
12932,2024-01-28,East,Office Supplies,Home Office,73.89,15.51,5
12933,2024-01-25,North,Furniture,Home Office,344.73,53.49,1
12934,2024-01-16,East,Furniture,Corporate,698.66,61.13,3
12935,2024-03-02,West,Furniture,Corporate,1035.9,186.66,4
12936,2024-02-01,West,Furniture,Corporate,110.18,16.6,1
12937,2024-03-30,South,Office Supplies,Home Office,57.59,9.82,3
12938,2024-03-18,East,Electronics,Corporate,862.63,133.23,1
12939,2024-03-31,East,Furniture,Corporate,132.77,23.02,2
12940,2024-01-27,West,Furniture,Consumer,120.12,15.45,2
12941,2024-02-20,West,Electronics,Consumer,29.87,1.49,5
12942,2024-01-31,West,Electronics,Home Office,43.66,2.28,1
12943,2024-03-11,East,Electronics,Consumer,75.25,10.02,6
12944,2024-02-11,South,Furniture,Consumer,388.28,58.54,1
12945,2024-02-06,South,Office Supplies,Consumer,41.04,15.62,6
12946,2024-02-18,West,Electronics,Consumer,64.92,5.76,5
12947,2024-02-29,South,Furniture,Consumer,198.58,53.7,1
12948,2024-03-09,South,Furniture,Corporate,48.91,14.5,1
12949,2024-03-24,South,Office Supplies,Consumer,56.56,10.43,8
12950,2024-02-15,West,Furniture,Corporate,329.45,51.81,1
12951,2024-02-09,West,Furniture,Home Office,226.86,35.9,1
12952,2024-02-03,North,Electronics,Consumer,125.27,18.32,3
12953,2024-02-16,West,Furniture,Home Office,204.79,40.67,1
12954,2024-03-06,South,Furniture,Home Office,848.61,138.42,4
12955,2024-03-04,West,Furniture,Corporate,293.5,62.82,1
12956,2024-02-29,South,Electronics,Corporate,57.52,9.29,1
12957,2024-01-13,West,Office Supplies,Home Office,7.67,1.83,1
12958,2024-03-01,South,Electronics,Home Office,234.98,,1
12959,2024-02-10,East,Furniture,Home Office,219.56,62.49,2
12960,2024-01-27,West,Electronics,Consumer,72.48,14.44,1
12961,2024-02-17,East,Electronics,Corporate,412.86,88.73,3
12962,2024-02-10,East,Electronics,Home Office,307.13,46.84,2
12963,2024-02-22,West,Electronics,Corporate,50.69,9.8,1
12964,2024-01-06,East,Office Supplies,Home Office,24.26,7.26,4
12965,2024-03-13,East,Electronics,Home Office,50.73,2.9,1
12966,2024-01-29,South,Office Supplies,Consumer,10.32,2.32,1
12967,2024-01-19,West,Furniture,Consumer,427.18,60.27,1
12968,2024-01-03,North,Furniture,Corporate,278.67,23.4,1
12969,2024-02-03,East,Electronics,Consumer,254.18,34.01,1
12970,2024-03-11,West,Office Supplies,Home Office,78.19,8.15,2
12971,2024-03-15,North,Office Supplies,Corporate,13.12,1.62,4
12972,2024-03-15,East,Furniture,Home Office,244.99,,1
12973,2024-02-23,North,Electronics,Corporate,66.96,10.08,1
12974,2024-02-07,North,Electronics,Corporate,260.31,55.63,1
12975,2024-01-20,West,Furniture,Home Office,1151.37,173.33,2
12976,2024-01-26,East,Electronics,Corporate,42.24,7.85,1
12977,2024-02-12,South,Furniture,Home Office,904.38,85.56,2
12978,2024-01-30,North,Electronics,Corporate,247.19,61.46,1
12979,2024-02-18,South,Office Supplies,Home Office,132.78,30.19,5
12980,2024-03-13,South,Office Supplies,Corporate,5.91,1.96,2
12981,2024-02-01,North,Furniture,Corporate,592.2,88.35,2
12982,2024-03-04,South,Furniture,Corporate,226.31,44.49,1
12983,2024-03-11,West,Electronics,Consumer,2958.99,334.52,3
12984,2024-03-24,South,Furniture,Corporate,77.65,9.42,1
12985,2024-03-28,South,Office Supplies,Home Office,26.84,7.05,2
12986,2024-02-13,North,Furniture,Corporate,149.64,42.66,1
12987,2024-02-02,South,Furniture,Home Office,222.86,61.08,2
12988,2024-03-03,East,Office Supplies,Consumer,30.53,11.06,1
12989,2024-03-23,East,Office Supplies,Consumer,21.65,2.56,5
12990,2024-03-03,East,Electronics,Home Office,2443.42,,3
12991,2024-02-28,South,Furniture,Corporate,194.38,-6.47,1
12992,2024-01-22,West,offiCE SUPPLIES,Home Office,95.03,16.21,5
12993,2024-02-15,South,Furniture,Corporate,72.21,6.45,2
12994,2024-01-22,East,Office Supplies,Corporate,42.67,8.96,3
12995,2024-01-18,North,Office Supplies,Home Office,80.53,18.2,7
12996,2024-03-10,West,Office Supplies,Consumer,54.8,6.02,6
12997,2024-03-03,South,Electronics,Consumer,61.37,6.89,1
12998,2024-01-24,South,Office Supplies,Consumer,18.48,3.21,5
12999,2024-03-10,East,Furniture,Consumer,487.31,53.45,3
13000,2024-03-23,North,Furniture,Corporate,185.43,24.61,2
13001,2024-01-08,North,Furniture,Home Office,494.65,92.48,1
13002,2024-03-08,West,Furniture,Home Office,346.48,97.22,1
13003,2024-01-05,South,Electronics,Corporate,222.24,-22.76,-1
13004,2024-01-10,East,Electronics,Consumer,330.87,27.24,7
13005,2024-03-26,North,Electronics,Consumer,3494.22,534.75,4
